,text,labels
25782,Clear throughout the day.,1
25789,Clear throughout the day.,1
25790,Clear throughout the day.,1
25794,Clear throughout the day.,1
25799,Clear throughout the day.,1
25805,Clear throughout the day.,1
25806,Clear throughout the day.,1
25808,Clear throughout the day.,1
25811,Clear throughout the day.,1
25812,Clear throughout the day.,1
25813,Clear throughout the day.,1
25814,Clear throughout the day.,1
25815,Clear throughout the day.,1
25819,Clear throughout the day.,1
25820,Partly cloudy throughout the day.,1
25821,Clear throughout the day.,1
25822,Clear throughout the day.,1
25825,Clear throughout the day.,1
25828,Clear throughout the day.,1
25829,Clear throughout the day.,1
25834,Clear throughout the day.,1
25835,Clear throughout the day.,1
25836,Clear throughout the day.,1
25838,Clear throughout the day.,1
25842,Clear throughout the day.,1
25846,Clear throughout the day.,1
25857,Clear throughout the day.,1
25858,Clear throughout the day.,1
25862,Clear throughout the day.,1
25863,Clear throughout the day.,1
25870,Clear throughout the day.,1
25874,Clear throughout the day.,1
25878,Clear throughout the day.,1
25893,Partly cloudy throughout the day.,1
25922,Clear throughout the day.,1
25923,Clear throughout the day.,1
25924,Clear throughout the day.,1
25925,Clear throughout the day.,1
25926,Clear throughout the day.,1
25932,Clear throughout the day.,1
25936,Partly cloudy throughout the day.,1
25939,Clear throughout the day.,1
25940,Partly cloudy throughout the day.,1
25947,Clear throughout the day.,1
25965,Clear throughout the day.,1
25966,Clear throughout the day.,1
25968,Clear throughout the day.,1
25969,Partly cloudy throughout the day.,1
25974,Clear throughout the day.,1
25979,Partly cloudy throughout the day.,1
25981,Clear throughout the day.,1
25982,Clear throughout the day.,1
25990,Clear throughout the day.,1
25991,Clear throughout the day.,1
25995,Clear throughout the day.,1
26000,Clear throughout the day.,1
26019,Clear throughout the day.,1
26020,Clear throughout the day.,1
26023,Clear throughout the day.,1
26028,Clear throughout the day.,1
26031,Clear throughout the day.,1
26033,Partly cloudy throughout the day.,1
26034,Clear throughout the day.,1
26035,Clear throughout the day.,1
26036,Clear throughout the day.,1
26037,Clear throughout the day.,1
26038,Clear throughout the day.,1
26039,Clear throughout the day.,1
26041,Clear throughout the day.,1
26043,Clear throughout the day.,1
26050,Clear throughout the day.,1
26051,Clear throughout the day.,1
26052,Clear throughout the day.,1
26061,Clear throughout the day.,1
26064,Clear throughout the day.,1
26074,Clear throughout the day.,1
26075,Clear throughout the day.,1
26076,Possible drizzle overnight.,1
26079,Clear throughout the day.,1
26080,Clear throughout the day.,1
26083,Partly cloudy throughout the day.,1
26084,Partly cloudy throughout the day.,1
26085,Partly cloudy throughout the day.,1
26090,Clear throughout the day.,1
26091,Clear throughout the day.,1
26092,Clear throughout the day.,1
26094,Clear throughout the day.,1
26096,Clear throughout the day.,1
26100,Clear throughout the day.,1
26101,Clear throughout the day.,1
26102,Clear throughout the day.,1
26103,Clear throughout the day.,1
26104,Clear throughout the day.,1
26115,Clear throughout the day.,1
26116,Clear throughout the day.,1
26117,Clear throughout the day.,1
26121,Clear throughout the day.,1
26129,Clear throughout the day.,1
26130,Clear throughout the day.,1
26135,Clear throughout the day.,1
26141,Clear throughout the day.,1
26142,Possible light rain overnight.,1
26148,Clear throughout the day.,1
26149,Clear throughout the day.,1
26154,Clear throughout the day.,1
26155,Clear throughout the day.,1
26156,Clear throughout the day.,1
26162,Clear throughout the day.,1
26182,Clear throughout the day.,1
26188,Clear throughout the day.,1
26198,Clear throughout the day.,1
26201,Clear throughout the day.,1
26202,Clear throughout the day.,1
26203,Clear throughout the day.,1
26208,Clear throughout the day.,1
26209,Clear throughout the day.,1
26213,Clear throughout the day.,1
26215,Clear throughout the day.,1
26216,Clear throughout the day.,1
26227,Clear throughout the day.,1
26241,Clear throughout the day.,1
26247,Clear throughout the day.,1
26253,Clear throughout the day.,1
26258,Clear throughout the day.,1
26260,Clear throughout the day.,1
26266,Partly cloudy throughout the day.,1
26267,Clear throughout the day.,1
26268,Clear throughout the day.,1
26271,Clear throughout the day.,1
26273,Clear throughout the day.,1
26274,Clear throughout the day.,1
26275,Clear throughout the day.,1
26276,Clear throughout the day.,1
26289,Clear throughout the day.,1
26297,Clear throughout the day.,1
26300,Clear throughout the day.,1
26307,Clear throughout the day.,1
26308,Clear throughout the day.,1
26309,Clear throughout the day.,1
26314,Clear throughout the day.,1
26317,Clear throughout the day.,1
26328,Clear throughout the day.,1
26335,Clear throughout the day.,1
26339,Clear throughout the day.,1
26370,Clear throughout the day.,1
26371,Clear throughout the day.,1
26372,Windy overnight.,1
26378,Clear throughout the day.,1
26379,Clear throughout the day.,1
26396,Clear throughout the day.,1
26397,Clear throughout the day.,1
26409,Clear throughout the day.,1
26420,Clear throughout the day.,1
26431,Clear throughout the day.,1
26432,Clear throughout the day.,1
26434,Partly cloudy throughout the day.,1
26435,Clear throughout the day.,1
26436,Clear throughout the day.,1
26437,Clear throughout the day.,1
26439,Clear throughout the day.,1
26443,Clear throughout the day.,1
26446,Clear throughout the day.,1
26451,Clear throughout the day.,1
26452,Clear throughout the day.,1
26458,Clear throughout the day.,1
26464,Clear throughout the day.,1
26465,Clear throughout the day.,1
26469,Clear throughout the day.,1
26471,Clear throughout the day.,1
26473,Clear throughout the day.,1
26474,Clear throughout the day.,1
26476,Clear throughout the day.,1
26478,Clear throughout the day.,1
26481,Clear throughout the day.,1
26483,Clear throughout the day.,1
26484,Clear throughout the day.,1
26485,Clear throughout the day.,1
26489,Clear throughout the day.,1
26491,Clear throughout the day.,1
26492,Clear throughout the day.,1
26495,Clear throughout the day.,1
26496,Windy overnight.,1
26498,Clear throughout the day.,1
26499,Clear throughout the day.,1
26500,Possible light rain overnight.,1
26504,Clear throughout the day.,1
26513,Clear throughout the day.,1
26521,Clear throughout the day.,1
26524,Clear throughout the day.,1
26528,Clear throughout the day.,1
26530,Clear throughout the day.,1
26531,Clear throughout the day.,1
26533,Clear throughout the day.,1
26534,Clear throughout the day.,1
26536,Clear throughout the day.,1
26537,Partly cloudy throughout the day.,1
26540,Clear throughout the day.,1
26541,Clear throughout the day.,1
26542,Clear throughout the day.,1
26544,Clear throughout the day.,1
26546,Clear throughout the day.,1
26547,Partly cloudy throughout the day.,1
26548,Clear throughout the day.,1
26549,Clear throughout the day.,1
26550,Clear throughout the day.,1
26551,Clear throughout the day.,1
26552,Clear throughout the day.,1
26554,Clear throughout the day.,1
26555,Clear throughout the day.,1
26557,Clear throughout the day.,1
26558,Clear throughout the day.,1
26559,Clear throughout the day.,1
26561,Clear throughout the day.,1
26566,Clear throughout the day.,1
26567,Clear throughout the day.,1
26568,Clear throughout the day.,1
26569,Clear throughout the day.,1
26571,Clear throughout the day.,1
26572,Partly cloudy throughout the day.,1
26573,Clear throughout the day.,1
26574,Clear throughout the day.,1
26575,Clear throughout the day.,1
26576,Clear throughout the day.,1
26578,Clear throughout the day.,1
26579,Clear throughout the day.,1
26580,Clear throughout the day.,1
26581,Clear throughout the day.,1
26582,Clear throughout the day.,1
26583,Clear throughout the day.,1
26584,Clear throughout the day.,1
26585,Clear throughout the day.,1
26586,Clear throughout the day.,1
26587,Clear throughout the day.,1
26588,Clear throughout the day.,1
26589,Clear throughout the day.,1
26590,Clear throughout the day.,1
26591,Clear throughout the day.,1
26592,Clear throughout the day.,1
26593,Clear throughout the day.,1
26594,Clear throughout the day.,1
26595,Clear throughout the day.,1
26596,Clear throughout the day.,1
26598,Clear throughout the day.,1
26599,Clear throughout the day.,1
26600,Clear throughout the day.,1
26601,Clear throughout the day.,1
26602,Clear throughout the day.,1
26606,Clear throughout the day.,1
26607,Clear throughout the day.,1
26608,Clear throughout the day.,1
26609,Clear throughout the day.,1
26616,Clear throughout the day.,1
26626,Clear throughout the day.,1
26631,Clear throughout the day.,1
26634,Clear throughout the day.,1
26635,Clear throughout the day.,1
26636,Clear throughout the day.,1
26637,Clear throughout the day.,1
26638,Clear throughout the day.,1
26639,Clear throughout the day.,1
26645,Clear throughout the day.,1
26646,Clear throughout the day.,1
26648,Clear throughout the day.,1
26649,Clear throughout the day.,1
26650,Clear throughout the day.,1
26654,Clear throughout the day.,1
26658,Clear throughout the day.,1
26665,Clear throughout the day.,1
26673,Clear throughout the day.,1
26676,Clear throughout the day.,1
26677,Clear throughout the day.,1
26678,Clear throughout the day.,1
26685,Clear throughout the day.,1
26686,Clear throughout the day.,1
26690,Partly cloudy throughout the day.,1
26695,Clear throughout the day.,1
26701,Clear throughout the day.,1
26702,Clear throughout the day.,1
26704,Clear throughout the day.,1
26707,Clear throughout the day.,1
26708,Clear throughout the day.,1
26709,Clear throughout the day.,1
26710,Clear throughout the day.,1
26711,Clear throughout the day.,1
26715,Clear throughout the day.,1
26717,Clear throughout the day.,1
26721,Clear throughout the day.,1
26724,Clear throughout the day.,1
26725,Clear throughout the day.,1
26730,Clear throughout the day.,1
26732,Clear throughout the day.,1
26734,Clear throughout the day.,1
26737,Clear throughout the day.,1
26738,Clear throughout the day.,1
26742,Clear throughout the day.,1
26743,Clear throughout the day.,1
26753,Clear throughout the day.,1
26754,Clear throughout the day.,1
26759,Clear throughout the day.,1
26761,Clear throughout the day.,1
26766,Clear throughout the day.,1
26769,Clear throughout the day.,1
26770,Clear throughout the day.,1
26777,Clear throughout the day.,1
26783,Light rain overnight.,1
26785,Clear throughout the day.,1
26788,Clear throughout the day.,1
26789,Clear throughout the day.,1
26790,Clear throughout the day.,1
26794,Clear throughout the day.,1
26796,Partly cloudy throughout the day.,1
26797,Clear throughout the day.,1
26798,Clear throughout the day.,1
26807,Clear throughout the day.,1
26813,Clear throughout the day.,1
26814,Clear throughout the day.,1
26816,Clear throughout the day.,1
26820,Clear throughout the day.,1
26821,Clear throughout the day.,1
26822,Clear throughout the day.,1
26823,Partly cloudy throughout the day.,1
26827,Partly cloudy throughout the day.,1
26828,Partly cloudy throughout the day.,1
26829,Clear throughout the day.,1
26830,Possible drizzle overnight.,1
26833,Clear throughout the day.,1
26836,Clear throughout the day.,1
26837,Clear throughout the day.,1
26854,Clear throughout the day.,1
26861,Clear throughout the day.,1
26870,Clear throughout the day.,1
26871,Light rain and windy overnight.,1
26873,Possible light rain overnight.,1
26875,Clear throughout the day.,1
26878,Clear throughout the day.,1
26881,Clear throughout the day.,1
26883,Clear throughout the day.,1
26884,Clear throughout the day.,1
26885,Clear throughout the day.,1
26886,Clear throughout the day.,1
26887,Clear throughout the day.,1
26888,Clear throughout the day.,1
26891,Clear throughout the day.,1
26892,Clear throughout the day.,1
26894,Clear throughout the day.,1
26898,Clear throughout the day.,1
26899,Partly cloudy throughout the day.,1
26903,Clear throughout the day.,1
26904,Clear throughout the day.,1
26905,Clear throughout the day.,1
26906,Partly cloudy throughout the day.,1
26908,Clear throughout the day.,1
26909,Clear throughout the day.,1
26910,Clear throughout the day.,1
26911,Clear throughout the day.,1
26912,Clear throughout the day.,1
26913,Clear throughout the day.,1
26916,Clear throughout the day.,1
26918,Clear throughout the day.,1
26919,Clear throughout the day.,1
26924,Clear throughout the day.,1
26925,Clear throughout the day.,1
26926,Clear throughout the day.,1
26927,Clear throughout the day.,1
26928,Clear throughout the day.,1
26935,Clear throughout the day.,1
26936,Clear throughout the day.,1
26937,Clear throughout the day.,1
26938,Clear throughout the day.,1
26940,Clear throughout the day.,1
26941,Clear throughout the day.,1
26942,Clear throughout the day.,1
26944,Clear throughout the day.,1
26945,Clear throughout the day.,1
26946,Partly cloudy throughout the day.,1
26947,Clear throughout the day.,1
26949,Clear throughout the day.,1
26954,Clear throughout the day.,1
26955,Partly cloudy throughout the day.,1
26956,Clear throughout the day.,1
26964,Clear throughout the day.,1
26965,Windy overnight.,1
26968,Clear throughout the day.,1
26969,Partly cloudy throughout the day.,1
26970,Clear throughout the day.,1
26973,Clear throughout the day.,1
26974,Clear throughout the day.,1
26975,Clear throughout the day.,1
26976,Clear throughout the day.,1
26977,Clear throughout the day.,1
26978,Clear throughout the day.,1
26979,Clear throughout the day.,1
26981,Clear throughout the day.,1
26982,Clear throughout the day.,1
26983,Rain (with a chance of 1–2 in. of snow) overnight.,1
26985,Clear throughout the day.,1
26986,Clear throughout the day.,1
26987,Clear throughout the day.,1
26988,Clear throughout the day.,1
26990,Clear throughout the day.,1
26991,Partly cloudy throughout the day.,1
26994,Clear throughout the day.,1
27014,Clear throughout the day.,1
27022,Partly cloudy throughout the day.,1
27038,Clear throughout the day.,1
27044,Clear throughout the day.,1
27045,Clear throughout the day.,1
27046,Clear throughout the day.,1
27047,Clear throughout the day.,1
27059,Clear throughout the day.,1
27060,Clear throughout the day.,1
27061,Clear throughout the day.,1
27067,Clear throughout the day.,1
27068,Clear throughout the day.,1
27074,Clear throughout the day.,1
27089,Clear throughout the day.,1
27090,Light rain overnight.,1
27102,Clear throughout the day.,1
27104,Clear throughout the day.,1
27105,Clear throughout the day.,1
27109,Clear throughout the day.,1
27110,Clear throughout the day.,1
27112,Clear throughout the day.,1
27113,Clear throughout the day.,1
27121,Clear throughout the day.,1
27124,Clear throughout the day.,1
27125,Clear throughout the day.,1
27126,Clear throughout the day.,1
27130,Clear throughout the day.,1
27132,Clear throughout the day.,1
27134,Clear throughout the day.,1
27137,Clear throughout the day.,1
27144,Clear throughout the day.,1
27149,Clear throughout the day.,1
27150,Clear throughout the day.,1
27152,Clear throughout the day.,1
27157,Clear throughout the day.,1
27158,Clear throughout the day.,1
27162,Clear throughout the day.,1
27163,Clear throughout the day.,1
27164,Clear throughout the day.,1
27165,Clear throughout the day.,1
27171,Clear throughout the day.,1
27172,Clear throughout the day.,1
27173,Clear throughout the day.,1
27176,Clear throughout the day.,1
27197,Clear throughout the day.,1
27198,Clear throughout the day.,1
27199,Clear throughout the day.,1
27200,Clear throughout the day.,1
27203,Clear throughout the day.,1
27205,Clear throughout the day.,1
27206,Clear throughout the day.,1
27209,Clear throughout the day.,1
27211,Clear throughout the day.,1
27212,Clear throughout the day.,1
27224,Partly cloudy throughout the day.,1
27237,Partly cloudy throughout the day.,1
27266,Clear throughout the day.,1
27268,Clear throughout the day.,1
27269,Clear throughout the day.,1
27270,Clear throughout the day.,1
27277,Clear throughout the day.,1
27280,Partly cloudy throughout the day.,1
27281,Clear throughout the day.,1
27283,Clear throughout the day.,1
27284,Clear throughout the day.,1
27309,Clear throughout the day.,1
27310,Clear throughout the day.,1
27311,Clear throughout the day.,1
27313,Clear throughout the day.,1
27317,Partly cloudy throughout the day.,1
27318,Clear throughout the day.,1
27323,Clear throughout the day.,1
27327,Clear throughout the day.,1
27328,Clear throughout the day.,1
27329,Clear throughout the day.,1
27332,Clear throughout the day.,1
27333,Clear throughout the day.,1
27334,Clear throughout the day.,1
27335,Clear throughout the day.,1
27340,Clear throughout the day.,1
27346,Clear throughout the day.,1
27347,Clear throughout the day.,1
27348,Clear throughout the day.,1
27353,Clear throughout the day.,1
27354,Clear throughout the day.,1
27355,Clear throughout the day.,1
27359,Clear throughout the day.,1
27360,Clear throughout the day.,1
27361,Clear throughout the day.,1
27365,Clear throughout the day.,1
27367,Dangerously windy overnight.,1
27373,Partly cloudy throughout the day.,1
27377,Clear throughout the day.,1
27380,Clear throughout the day.,1
27386,Clear throughout the day.,1
27387,Clear throughout the day.,1
27388,Windy overnight.,1
27393,Clear throughout the day.,1
27394,Clear throughout the day.,1
27398,Partly cloudy throughout the day.,1
27413,Clear throughout the day.,1
27417,Clear throughout the day.,1
27427,Clear throughout the day.,1
27429,Clear throughout the day.,1
27434,Clear throughout the day.,1
27435,Clear throughout the day.,1
27437,Clear throughout the day.,1
27439,Partly cloudy throughout the day.,1
27457,Clear throughout the day.,1
27460,Clear throughout the day.,1
27461,Partly cloudy throughout the day.,1
27462,Clear throughout the day.,1
27469,Clear throughout the day.,1
27474,Clear throughout the day.,1
27479,Partly cloudy throughout the day.,1
27485,Clear throughout the day.,1
27486,Clear throughout the day.,1
27490,Clear throughout the day.,1
27492,Clear throughout the day.,1
27493,Clear throughout the day.,1
27494,Clear throughout the day.,1
27499,Clear throughout the day.,1
27501,Clear throughout the day.,1
27504,Clear throughout the day.,1
27505,Clear throughout the day.,1
27507,Clear throughout the day.,1
27508,Clear throughout the day.,1
27509,Clear throughout the day.,1
27516,Clear throughout the day.,1
27522,Possible light rain overnight.,1
27533,Clear throughout the day.,1
27537,Clear throughout the day.,1
27541,Partly cloudy throughout the day.,1
27542,Clear throughout the day.,1
27550,Partly cloudy throughout the day.,1
27568,Clear throughout the day.,1
27596,Clear throughout the day.,1
27610,Clear throughout the day.,1
27617,Partly cloudy throughout the day.,1
27644,Clear throughout the day.,1
27653,Humid throughout the day.,1
27662,Clear throughout the day.,1
27663,Partly cloudy throughout the day.,1
27673,Clear throughout the day.,1
27681,Clear throughout the day.,1
27684,Clear throughout the day.,1
27685,Clear throughout the day.,1
27686,Clear throughout the day.,1
27693,Clear throughout the day.,1
27694,Clear throughout the day.,1
27698,Partly cloudy throughout the day.,1
27703,Clear throughout the day.,1
27709,Clear throughout the day.,1
27710,Clear throughout the day.,1
27712,Clear throughout the day.,1
27715,Clear throughout the day.,1
27716,Clear throughout the day.,1
27717,Clear throughout the day.,1
27718,Clear throughout the day.,1
27719,Clear throughout the day.,1
27723,Clear throughout the day.,1
27724,Partly cloudy throughout the day.,1
27725,Clear throughout the day.,1
27726,Clear throughout the day.,1
27729,Clear throughout the day.,1
27732,Clear throughout the day.,1
27733,Clear throughout the day.,1
27738,Clear throughout the day.,1
27739,Clear throughout the day.,1
27740,Clear throughout the day.,1
27742,Clear throughout the day.,1
27746,Clear throughout the day.,1
27750,Clear throughout the day.,1
27761,Clear throughout the day.,1
27762,Possible light rain overnight.,1
27766,Clear throughout the day.,1
27767,Clear throughout the day.,1
27769,Clear throughout the day.,1
27771,Partly cloudy throughout the day.,1
27774,Clear throughout the day.,1
27776,Clear throughout the day.,1
27777,Clear throughout the day.,1
27781,Clear throughout the day.,1
27782,Clear throughout the day.,1
27783,Clear throughout the day.,1
27784,Clear throughout the day.,1
27785,Clear throughout the day.,1
27793,Clear throughout the day.,1
27796,Clear throughout the day.,1
27797,Clear throughout the day.,1
27798,Clear throughout the day.,1
27804,Clear throughout the day.,1
27809,Clear throughout the day.,1
27810,Clear throughout the day.,1
27822,Clear throughout the day.,1
27829,Clear throughout the day.,1
27834,Clear throughout the day.,1
27835,Clear throughout the day.,1
27836,Clear throughout the day.,1
27837,Clear throughout the day.,1
27843,Clear throughout the day.,1
27844,Clear throughout the day.,1
27845,Clear throughout the day.,1
27857,Clear throughout the day.,1
27862,Partly cloudy throughout the day.,1
27869,Clear throughout the day.,1
27870,Clear throughout the day.,1
27871,Partly cloudy throughout the day.,1
27873,Clear throughout the day.,1
27875,Clear throughout the day.,1
27877,Clear throughout the day.,1
27878,Clear throughout the day.,1
27881,Clear throughout the day.,1
27883,Clear throughout the day.,1
27884,Clear throughout the day.,1
27888,Clear throughout the day.,1
27894,Partly cloudy throughout the day.,1
27899,Clear throughout the day.,1
27900,Clear throughout the day.,1
27907,Clear throughout the day.,1
27908,Clear throughout the day.,1
27914,Clear throughout the day.,1
27924,Clear throughout the day.,1
27929,Clear throughout the day.,1
27930,Clear throughout the day.,1
27932,Clear throughout the day.,1
27933,Clear throughout the day.,1
27938,Clear throughout the day.,1
27939,Clear throughout the day.,1
27940,Clear throughout the day.,1
27941,Clear throughout the day.,1
27942,Clear throughout the day.,1
27948,Partly cloudy throughout the day.,1
27952,Clear throughout the day.,1
27954,Clear throughout the day.,1
27955,Clear throughout the day.,1
27968,Clear throughout the day.,1
27969,Clear throughout the day.,1
27971,Clear throughout the day.,1
27972,Clear throughout the day.,1
27977,Clear throughout the day.,1
27982,Clear throughout the day.,1
27983,Clear throughout the day.,1
27985,Clear throughout the day.,1
27986,Clear throughout the day.,1
27989,Clear throughout the day.,1
27993,Partly cloudy throughout the day.,1
27996,Clear throughout the day.,1
27997,Clear throughout the day.,1
27999,Clear throughout the day.,1
28000,Clear throughout the day.,1
28005,Clear throughout the day.,1
28008,Clear throughout the day.,1
28019,Clear throughout the day.,1
28021,Clear throughout the day.,1
28033,Clear throughout the day.,1
28039,Clear throughout the day.,1
28040,Light rain and windy overnight.,1
28045,Clear throughout the day.,1
28052,Clear throughout the day.,1
28053,Clear throughout the day.,1
28058,Clear throughout the day.,1
28060,Clear throughout the day.,1
28066,Clear throughout the day.,1
28067,Clear throughout the day.,1
28068,Clear throughout the day.,1
28086,Clear throughout the day.,1
28092,Clear throughout the day.,1
28093,Clear throughout the day.,1
28094,Clear throughout the day.,1
28096,Clear throughout the day.,1
28097,Partly cloudy throughout the day.,1
28101,Clear throughout the day.,1
28102,Clear throughout the day.,1
28105,Clear throughout the day.,1
28106,Clear throughout the day.,1
28107,Clear throughout the day.,1
28112,Clear throughout the day.,1
28115,Clear throughout the day.,1
28116,Clear throughout the day.,1
28117,Clear throughout the day.,1
28118,Clear throughout the day.,1
28119,Clear throughout the day.,1
28120,Clear throughout the day.,1
28124,Clear throughout the day.,1
28131,Clear throughout the day.,1
28132,Clear throughout the day.,1
28136,Clear throughout the day.,1
28138,Clear throughout the day.,1
28139,Possible light rain overnight.,1
28141,Clear throughout the day.,1
28143,Clear throughout the day.,1
28144,Clear throughout the day.,1
28145,Clear throughout the day.,1
28149,Clear throughout the day.,1
28150,Clear throughout the day.,1
28156,Partly cloudy throughout the day.,1
28157,Clear throughout the day.,1
28164,Clear throughout the day.,1
28168,Clear throughout the day.,1
28169,Clear throughout the day.,1
28170,Clear throughout the day.,1
28171,Clear throughout the day.,1
28172,Clear throughout the day.,1
28177,Clear throughout the day.,1
28178,Clear throughout the day.,1
28197,Clear throughout the day.,1
28204,Clear throughout the day.,1
28216,Clear throughout the day.,1
28218,Clear throughout the day.,1
28219,Clear throughout the day.,1
28224,Clear throughout the day.,1
28225,Clear throughout the day.,1
28228,Clear throughout the day.,1
28229,Clear throughout the day.,1
28230,Clear throughout the day.,1
28231,Clear throughout the day.,1
28232,Dangerously windy overnight.,1
28243,Clear throughout the day.,1
28244,Clear throughout the day.,1
28250,Clear throughout the day.,1
28251,Clear throughout the day.,1
28256,Clear throughout the day.,1
28257,Clear throughout the day.,1
28262,Clear throughout the day.,1
28263,Windy overnight.,1
28268,Clear throughout the day.,1
28269,Clear throughout the day.,1
28276,Clear throughout the day.,1
28283,Clear throughout the day.,1
28284,Clear throughout the day.,1
28287,Clear throughout the day.,1
28289,Clear throughout the day.,1
28290,Clear throughout the day.,1
28291,Clear throughout the day.,1
28305,Light rain overnight.,1
28313,Clear throughout the day.,1
28323,Clear throughout the day.,1
28324,Partly cloudy throughout the day.,1
28325,Clear throughout the day.,1
28330,Clear throughout the day.,1
28331,Light rain overnight.,1
28333,Clear throughout the day.,1
28335,Clear throughout the day.,1
28340,Clear throughout the day.,1
28352,Partly cloudy throughout the day.,1
28353,Clear throughout the day.,1
28365,Clear throughout the day.,1
28366,Clear throughout the day.,1
28367,Partly cloudy throughout the day.,1
28368,Partly cloudy throughout the day.,1
28369,Clear throughout the day.,1
28370,Clear throughout the day.,1
28371,Clear throughout the day.,1
28372,Partly cloudy throughout the day.,1
28373,Clear throughout the day.,1
28375,Clear throughout the day.,1
28378,Clear throughout the day.,1
28380,Clear throughout the day.,1
28385,Clear throughout the day.,1
28387,Clear throughout the day.,1
28388,Clear throughout the day.,1
28389,Clear throughout the day.,1
28390,Clear throughout the day.,1
28394,Clear throughout the day.,1
28396,Clear throughout the day.,1
28399,Partly cloudy throughout the day.,1
28400,Partly cloudy throughout the day.,1
28401,Clear throughout the day.,1
28411,Clear throughout the day.,1
28421,Clear throughout the day.,1
28422,Clear throughout the day.,1
28423,Clear throughout the day.,1
28424,Clear throughout the day.,1
28425,Partly cloudy throughout the day.,1
28428,Clear throughout the day.,1
28429,Clear throughout the day.,1
28430,Clear throughout the day.,1
28431,Clear throughout the day.,1
28432,Clear throughout the day.,1
28437,Humid throughout the day.,1
28438,Humid and partly cloudy throughout the day.,1
28439,Humid throughout the day.,1
28443,Humid and partly cloudy throughout the day.,1
28444,Humid throughout the day.,1
28445,Humid throughout the day.,1
28446,Humid throughout the day.,1
28447,Humid throughout the day.,1
28454,Clear throughout the day.,1
28455,Clear throughout the day.,1
28458,Clear throughout the day.,1
28463,Clear throughout the day.,1
28467,Clear throughout the day.,1
28480,Clear throughout the day.,1
28483,Clear throughout the day.,1
28487,Clear throughout the day.,1
28488,Clear throughout the day.,1
28489,Clear throughout the day.,1
28490,Clear throughout the day.,1
28492,Clear throughout the day.,1
28493,Clear throughout the day.,1
28498,Clear throughout the day.,1
28499,Clear throughout the day.,1
28500,Clear throughout the day.,1
28502,Clear throughout the day.,1
28503,Clear throughout the day.,1
28504,Clear throughout the day.,1
28505,Clear throughout the day.,1
28506,Clear throughout the day.,1
28507,Clear throughout the day.,1
28511,Partly cloudy throughout the day.,1
28512,Clear throughout the day.,1
28513,Clear throughout the day.,1
28519,Partly cloudy throughout the day.,1
28520,Clear throughout the day.,1
28524,Partly cloudy throughout the day.,1
28525,Clear throughout the day.,1
28529,Partly cloudy throughout the day.,1
28530,Clear throughout the day.,1
28531,Partly cloudy throughout the day.,1
28542,Clear throughout the day.,1
28543,Clear throughout the day.,1
28546,Clear throughout the day.,1
28547,Clear throughout the day.,1
28548,Clear throughout the day.,1
28549,Clear throughout the day.,1
28550,Partly cloudy throughout the day.,1
28551,Clear throughout the day.,1
28552,Clear throughout the day.,1
28553,Clear throughout the day.,1
28556,Partly cloudy throughout the day.,1
28559,Clear throughout the day.,1
28580,Clear throughout the day.,1
28590,Clear throughout the day.,1
28605,Clear throughout the day.,1
28606,Clear throughout the day.,1
28608,Clear throughout the day.,1
28612,Clear throughout the day.,1
28613,Clear throughout the day.,1
28614,Clear throughout the day.,1
28615,Clear throughout the day.,1
28627,Clear throughout the day.,1
28628,Clear throughout the day.,1
28629,Clear throughout the day.,1
28636,Clear throughout the day.,1
28642,Clear throughout the day.,1
28646,Clear throughout the day.,1
28657,Clear throughout the day.,1
28658,Clear throughout the day.,1
28663,Partly cloudy throughout the day.,1
28676,Clear throughout the day.,1
28688,Partly cloudy throughout the day.,1
28689,Clear throughout the day.,1
28701,Clear throughout the day.,1
28702,Clear throughout the day.,1
28703,Humid and partly cloudy throughout the day.,1
28704,Partly cloudy throughout the day.,1
28705,Clear throughout the day.,1
28706,Clear throughout the day.,1
28707,Clear throughout the day.,1
28708,Partly cloudy throughout the day.,1
28711,Clear throughout the day.,1
28714,Clear throughout the day.,1
28716,Clear throughout the day.,1
28721,Clear throughout the day.,1
28723,Clear throughout the day.,1
28724,Clear throughout the day.,1
28725,Clear throughout the day.,1
28726,Clear throughout the day.,1
28730,Clear throughout the day.,1
28732,Clear throughout the day.,1
28735,Clear throughout the day.,1
28736,Partly cloudy throughout the day.,1
28737,Clear throughout the day.,1
28747,Clear throughout the day.,1
28757,Clear throughout the day.,1
28758,Clear throughout the day.,1
28759,Clear throughout the day.,1
28760,Humid throughout the day.,1
28761,Partly cloudy throughout the day.,1
28762,Clear throughout the day.,1
28764,Clear throughout the day.,1
28765,Clear throughout the day.,1
28766,Clear throughout the day.,1
28767,Clear throughout the day.,1
28768,Clear throughout the day.,1
28773,Humid throughout the day.,1
28774,Humid and partly cloudy throughout the day.,1
28775,Humid throughout the day.,1
28780,Humid throughout the day.,1
28781,Humid throughout the day.,1
28782,Humid throughout the day.,1
28783,Humid throughout the day.,1
28784,Clear throughout the day.,1
28785,Clear throughout the day.,1
28789,Clear throughout the day.,1
28790,Clear throughout the day.,1
28793,Clear throughout the day.,1
28800,Clear throughout the day.,1
28801,Clear throughout the day.,1
28803,Clear throughout the day.,1
28804,Clear throughout the day.,1
28805,Clear throughout the day.,1
28806,Clear throughout the day.,1
28810,Clear throughout the day.,1
28811,Partly cloudy throughout the day.,1
28812,Clear throughout the day.,1
28817,Clear throughout the day.,1
